epoch,ckpt_path,val_mse_train,eps_eval,S_eval,KL_eval,RHS,ratio,bound_satisfied
344,data\part-2-learn\a3\checkpoints\best.pt,0.02491892478362563,0.1805613779476666,0.028478323605325886,0.007413448219261264,0.030470674699596436,0.24329780329279846,True
399,data\part-2-learn\a3\checkpoints\final.pt,0.031164175176974153,0.1755774734886267,0.03667128745093286,0.006552544170327218,0.03362264491186497,0.1948848517867467,True
0,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=0__valmse=7-20e-2__2025-10-31T03-24-23.pt,0.07198320631308307,0.27736032308482056,0.07596016374114736,0.001958597196343635,0.07644292221585428,0.02562169445606858,True
9,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=9__valmse=6-64e-2__2025-10-31T03-24-23.pt,0.06637553308822428,0.2763008299338778,0.08691173161706424,0.003062832955044756,0.0814556832401417,0.037601218640756294,True
29,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=29__valmse=6-04e-2__2025-10-31T03-24-24.pt,0.06037055880021621,0.26826488487035116,0.05694233627313275,0.002609993313339907,0.06401495865299658,0.0407716160138101,True
69,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=69__valmse=5-31e-2__2025-10-31T03-24-25.pt,0.05306917141640142,0.261070777863617,0.06809277721095433,0.002994773827055585,0.06812535633885915,0.04395975284385187,True
154,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=154__valmse=5-09e-2__2025-10-31T03-24-28.pt,0.05089785364208761,0.23472075139757057,0.048993028467394756,0.005512376228842223,0.051953956896999186,0.1061011818555174,True
169,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=169__valmse=4-80e-2__2025-10-31T03-24-28.pt,0.047981379817847794,0.22951384753020845,0.04775080484663415,0.005754993877882428,0.0501532685178835,0.11474813203511013,True
184,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=184__valmse=4-71e-2__2025-10-31T03-24-29.pt,0.04709299311256207,0.22497866991261636,0.05147141992010828,0.004529171257764437,0.05104161641666018,0.08873487118417547,True
219,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=219__valmse=4-41e-2__2025-10-31T03-24-30.pt,0.0440778632371406,0.21423572184137915,0.04648302325138006,0.007852967793124332,0.046189054319830815,0.1700179384221066,True
229,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=229__valmse=4-35e-2__2025-10-31T03-24-30.pt,0.04349499340222286,0.2134046897525949,0.054225829934306385,0.007978589726339004,0.04969435556197409,0.1605532386145719,True
234,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=234__valmse=4-15e-2__2025-10-31T03-24-30.pt,0.04146035741062426,0.21292638602939837,0.05678784353003829,0.008255605862199616,0.05074078378923773,0.16270158333562548,True
254,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=254__valmse=3-68e-2__2025-10-31T03-24-31.pt,0.036780656505476336,0.2050707887487976,0.04844249847016747,0.007399272261837224,0.045135376439519245,0.16393509582781796,True
264,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=264__valmse=3-44e-2__2025-10-31T03-24-31.pt,0.03438488780761308,0.20043058624855611,0.043435578765367557,0.006511599734176528,0.04177214752598914,0.15588376753015254,True
274,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=274__valmse=3-06e-2__2025-10-31T03-24-31.pt,0.03057701672289104,0.19617352952294873,0.03558178013155421,0.006267946643306764,0.03700447455116851,0.16938347914222274,True
284,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=284__valmse=2-87e-2__2025-10-31T03-24-32.pt,0.028709879164415905,0.19169032666275873,0.03353663053898242,0.005290626542501565,0.035104267127457095,0.1507117788071826,True
329,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=329__valmse=2-83e-2__2025-10-31T03-24-33.pt,0.028320933344416585,0.18322956571299812,0.029303524685798627,0.0075427112150206685,0.03136573601004005,0.24047614290339867,True
344,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=344__valmse=2-49e-2__2025-10-31T03-24-33.pt,0.02491892478362563,0.1805613779476666,0.028478323605325886,0.007413448219261264,0.030470674699596436,0.24329780329279846,True
399,data\part-2-learn\a3\checkpoints\ckpt__sched=a3__epoch=399__valmse=3-12e-2__2025-10-31T03-24-35.pt,0.031164175176974153,0.1755774734886267,0.03667128745093286,0.006552544170327218,0.03362264491186497,0.1948848517867467,True
