schedule,delta_type,beta,delta_label,epsilon_hat,KL_hat,S_hat,RHS,ratio,bound_satisfied
a3,sine,0.05,"δ(t)=0.05·sin(2πt)",0.04558748411658593,1.8745552842072133e-07,0.0009777485397248014,0.0014254737132104395,0.000131504023317649,True
a3,sine,0.1,"δ(t)=0.1·sin(2πt)",0.09088324054755338,4.002704588824124e-07,0.003701676460064092,0.005529463969452215,7.238865486667884e-05,True
