schedule,delta_type,beta,delta_label,epsilon_hat,KL_hat,S_hat,RHS,ratio,bound_satisfied
a1,sine,0.05,"δ(t)=0.05·sin(2πt)",0.07201847217815331,4.0332412026591324e-07,0.00042521869381162967,0.001485080783270838,0.0002715839601517206,True
a1,sine,0.1,"δ(t)=0.1·sin(2πt)",0.14354147869384865,-1.861118478921231e-07,0.0016099249110779364,0.00575943957223016,-3.231422876445897e-05,True
