schedule,delta_type,beta,delta_label,epsilon_hat,KL_hat,S_hat,RHS,ratio,bound_satisfied
a3,sine,0.025,"δ(t)=0.025·sin(2πt)",0.022793742058292966,-3.101984273632064e-07,0.0002477371616828664,0.00035876594183951137,-0.0008646261843382253,True
a3,sine,0.05,"δ(t)=0.05·sin(2πt)",0.04544162027377669,1.9564782288729043e-07,0.0009502295075164036,0.001400773975307053,0.0001396712291463039,True
a3,sine,0.075,"δ(t)=0.075·sin(2πt)",0.06827492897231954,-8.480599435650937e-07,0.002072866715204705,0.0031084719015023457,-0.00027282213590388915,True
a3,sine,0.1,"δ(t)=0.1·sin(2πt)",0.09099331062118322,4.045830191769406e-07,0.0036721762314246183,0.005514056654004593,7.33730254445448e-05,True
