epoch,ckpt_path,val_mse_train,eps_eval,S_eval,KL_eval,RHS,ratio,bound_satisfied
134,data\part-2-learn\a1\checkpoints\best.pt,0.15646632438378388,0.43882946936473016,0.020055234960997037,0.009222400112739441,0.0621454964746366,0.14840013574440383,True
234,data\part-2-learn\a1\checkpoints\final.pt,0.18219823484499414,0.44317872174683426,0.027782152372253996,0.018594296798167927,0.07386893624373055,0.2517201105592755,True
0,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=0__valmse=1-01e00__2025-10-31T03-01-36.pt,1.0143663091600477,0.9792312174903123,1.168096580107254,1.2345883317966195,1.0583385762406503,1.166534377100786,False
49,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=49__valmse=1-65e-1__2025-10-31T03-01-37.pt,0.1654105559283061,0.4529051856027243,0.025678511220413713,0.017160188012748462,0.07257586381442889,0.2364448331834643,True
9,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=9__valmse=5-67e-1__2025-10-31T03-01-36.pt,0.5671483728831187,0.7351809667021257,0.4325359090008637,0.5007985836153152,0.4835098647004852,1.0357567035897801,False
14,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=14__valmse=4-24e-1__2025-10-31T03-01-36.pt,0.4238160547243337,0.6286424986429014,0.2455499611863127,0.28115523746558163,0.3115112048478635,0.9025525666176047,True
19,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=19__valmse=2-56e-1__2025-10-31T03-01-36.pt,0.2564608749036212,0.5391969738978021,0.1282322619656065,0.13627211158701208,0.19308391574152575,0.7057662522725843,True
24,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=24__valmse=2-24e-1__2025-10-31T03-01-37.pt,0.2239918115175818,0.4928108465131091,0.07473720797898073,0.07145167797890559,0.1347251552156022,0.5303514244578947,True
29,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=29__valmse=2-10e-1__2025-10-31T03-01-37.pt,0.2096522078701092,0.4533879236580202,0.03219498915275019,0.020937260164479946,0.08135122363711375,0.2573687183597326,True
39,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=39__valmse=1-85e-1__2025-10-31T03-01-37.pt,0.1850611505467309,0.4508050761833801,0.02432306503599048,0.014182039213962695,0.07030689982538228,0.2017161793392386,True
49,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=49__valmse=1-65e-1__2025-10-31T03-01-37.pt,0.1654105559283061,0.4529051856027243,0.025678511220413713,0.017160188012748462,0.07257586381442889,0.2364448331834643,True
129,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=129__valmse=1-63e-1__2025-10-31T03-01-40.pt,0.1625015031232511,0.4402729802105008,0.018050941856566846,0.008756171218816155,0.059152345113898636,0.14802745693270536,True
134,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=134__valmse=1-56e-1__2025-10-31T03-01-40.pt,0.15646632438378388,0.43882946936473016,0.020055234960997037,0.009222400112739441,0.0621454964746366,0.14840013574440383,True
234,data\part-2-learn\a1\checkpoints\ckpt__sched=a1__epoch=234__valmse=1-82e-1__2025-10-31T03-01-44.pt,0.18219823484499414,0.44317872174683426,0.027782152372253996,0.018594296798167927,0.07386893624373055,0.2517201105592755,True
